Text,Parsed
After Hours Most Advanced: SKX AWC IO BT THO NFX   ANGI EDMC JCOM BCO VCK Z SGEN EQIX MBFI,"[['SKX AWC', 'PERSON'], ['NFX', 'ORG'], ['ANGI EDMC', 'PERSON'], ['BCO VCK Z', 'PERSON']]"
INVN CEE - started it's red bar down shorting more and CEE hasnt made it move yet - patience,"[['CEE', 'ORG'], ['CEE', 'ORG']]"
user You're Wrong I was long BAC till Yesterday. I think you are falling in love with Stock instead of making  ;-),"[['BAC', 'ORG'], ['Yesterday', 'DATE']]"
BK buys HNZ is HSY next? Warren must like chocolate bars with a coke KO,"[['BK', 'ORG'], ['HNZ', 'PRODUCT'], ['HSY', 'ORG'], ['Warren', 'PERSON'], ['KO', 'PERSON']]"
"AN rally on MS upgrade might be enough to keep us long, price needs to reclaim 10wk  ",[]
COMPQ SPx AAP C CSCO GM - Wall Street: Futures in red before jobs data   ,"[['COMPQ SPx', 'ORG']]"
Side note: Nelson Peltz (Trian) actually designed the new HNZ ketchup packets. Wendy's is one Peltz's fav investment.,"[['Nelson Peltz', 'PERSON'], [""Wendy's"", 'ORG'], ['one', 'CARDINAL'], ['Peltz', 'PERSON']]"
BAC Euro-zone GDP plunge stokes rate-cut expectations  ,"[['BAC Euro', 'PRODUCT']]"
DE looking for a bounce,"[['DE', 'ORG']]"
"FIO Hedge Funds Are Buying These 4 Oversold, Highly Shorted Stocks With Troubling Sales Trends  ONG","[['FIO Hedge Funds Are Buying', 'ORG'], ['ONG', 'ORG']]"
the last two times I saw Warren Buffett he told me to 'Catch p' ....i just thought I was slow! .... ahhhhh hnz,"[['two', 'CARDINAL'], ['Warren Buffett', 'PERSON'], ['ahhhhh hnz', 'PERSON']]"
COH 52w low...,"[['COH 52w', 'PRODUCT']]"
"eal estate on fire this morning wit GY and Z, Z only up 4 since the open #NewMomoStocks","[['this morning', 'TIME'], ['GY', 'ORG'], ['Z', 'ORG'], ['4', 'CARDINAL']]"
"AFFY oversold.  etter is precaution, not a death sentence.","[['AFFY', 'PERSON']]"
HTZ Great relative strength today in red tape.  This wants 19+!,"[['HTZ Great', 'PERSON'], ['today', 'DATE'], ['19', 'CARDINAL']]"
"SYNT full year 2012 revs +13%, EPS +51% vs 2011","[['SYNT', 'ORG'], ['full year 2012', 'DATE'], ['+13%', 'PERCENT'], ['EPS', 'ORG'], ['+51%', 'PERCENT'], ['2011', 'DATE']]"
EAP being sat on at 6.58 by large sell blocks - maybe some people need out of shorts?,"[['6.58', 'CARDINAL']]"
AFFY unbelievable round trip!,"[['AFFY', 'PERSON']]"
"SWI still acting sluggishly but not invalidating yet, hanging in  ","[['SWI', 'ORG']]"
"SWY - long late night checkout line was funny last night - all men with last minute Valentines flowers, cards & candy  - did you get yours?","[['late night', 'TIME'], ['last night', 'TIME'], ['last minute', 'TIME']]"
MCP so much for my 7 puts... at least I have common stock! SC here we come!!! ,"[['MCP', 'ORG'], ['7', 'CARDINAL']]"
GMC upside volume low but confirmed strong support beneath  ,"[['GMC', 'ORG']]"
"OCN closing off its highs recently, but volume remains on upside, no damage done yet  ",[]
news on NS?,"[['NS', 'ORG']]"
NS aggressive put buying in Feb options,"[['NS', 'ORG'], ['Feb', 'DATE']]"
"GS continues higher - a great ex. of buying right and sitting tight, allowing your winners to run  ","[['GS', 'ORG']]"
NS breaks below the triangle,"[['NS', 'ORG']]"
The Harbor - ValuePlays | ValuePlays  HHC XOM FB M DDS GGP,"[['The Harbor - ValuePlays', 'FAC'], ['HHC', 'NORP'], ['XOM FB', 'ORG'], ['DDS GGP', 'ORG']]"
user Me too but NFX has been kicking my A!,"[['NFX', 'ORG']]"
"NFX daily had the buy, its in extreme overbought so up should slow down but orange EH is power.  ","[['NFX', 'ORG'], ['daily', 'DATE'], ['EH', 'ORG']]"
SWKS ong Setup (Triggered):   ,"[['SWKS ong Setup', 'ORG']]"
user: SWKS ong Setup (Triggered):   ,"[['SWKS ong Setup', 'ORG']]"
SFY - Now that's a pretty Short Stroke forming.,[]
SFY - Now that's a pretty Short Stroke forming.  ,[]
INVN is a tough one to figure out & trade short term. I'm in long term so I brush off the intraday volatility,"[['INVN', 'ORG']]"
"ed Weekly Triangle on AMPE,....pdating  ","[['Weekly Triangle', 'ORG']]"
user Nice JVA Super ed,"[['Nice JVA Super', 'ORG']]"
"Sold partial SKX It is in a bear market you make most of your money, you just don't know it then aising ","[['SKX', 'ORG']]"
AAP weak... no volume..,"[['AAP', 'ORG']]"
ACX Fidelity now owns 2.981%. XV BBH,"[['ACX Fidelity', 'ORG'], ['2.981%', 'PERCENT']]"
WFM fibs say here  or 81.67  ,"[['WFM fibs', 'ORG'], ['81.67', 'CARDINAL']]"
"BAC altho vol during formation not ideal, still a saucer nonetheless & possible C-n-H. Trend clear  ","[['BAC', 'ORG']]"
CT declining 22 % after a dividend cut of 26 %.,"[['22 %', 'PERCENT'], ['26 %', 'PERCENT']]"
HNZ do you guys think it will fill the gap?,[]
VXY IVAN buy SPW after a minor pullback - 14.70 target,"[['VXY', 'ORG'], ['SPW', 'ORG'], ['14.70', 'CARDINAL']]"
AAP 65mins Bear Flags  ,"[['AAP', 'ORG'], ['Bear Flags', 'ORG']]"
SEV needs a little bump to get it moving up again.,"[['SEV', 'ORG']]"
CST - 150% avg daily volume. ooks good for higher. Next resistance is gapfill.   ,"[['150%', 'PERCENT'], ['daily', 'DATE'], ['ooks', 'ORG'], ['gapfill.', 'GPE']]"
OVTI eclipsed yesterday's highs...16.50 initial tgt  ,"[['OVTI', 'ORG'], ['yesterday', 'DATE'], ['16.50', 'CARDINAL']]"
HA from morning follow up - best new mover from watch list today with volume of 145% ave full day   ,"[['morning', 'TIME'], ['today', 'DATE'], ['145%', 'PERCENT'], ['full day', 'DATE']]"
ES_F Hedges rotating into Junk stocks like Solars and squeezing them FS SPW - Sign of End of QE Inflation ally?,"[['Solars', 'PERSON'], ['FS SPW - Sign of End of QE', 'ORG']]"
Halliburton having a monster day. The Evil Empire wins again. HA,"[['Halliburton', 'GPE'], ['a monster day', 'DATE'], ['The Evil Empire', 'GPE']]"
W looking nice,[]
ADM 50ma crossing above 200ma,"[['ADM', 'ORG'], ['200ma', 'WORK_OF_ART']]"
"AN ooks like that pullback entry worked, now lets see the action.",[]
SPW seeing a bearish divergence forming.  on watch for a flush to short.,"[['SPW', 'ORG']]"
VVS at the highs  ,"[['VVS', 'PERSON']]"
Solar stocks are ripping. SPW up 20% and FS up 7% and Trending  ,"[['SPW', 'ORG'], ['20%', 'PERCENT'], ['FS', 'ORG'], ['7%', 'PERCENT']]"
call vol has tempted me in! :) ONNN,"[['ONNN', 'ORG']]"
GPN is breaking out !! Tiger Global aised Stake in Groupon from 1.3M Shares to 65M Shares  ,"[['GPN', 'PERSON'], ['Tiger Global', 'PRODUCT'], ['1.3', 'CARDINAL'], ['65', 'CARDINAL']]"
"AN technicals turning positive. SI rising, MACD crossover. Cleared 50EMA.  ","[['50EMA', 'CARDINAL']]"
SPW short 12.33,"[['SPW', 'ORG'], ['12.33', 'CARDINAL']]"
HF entry 18.34 stop 17.55  ,"[['18.34', 'CARDINAL'], ['17.55', 'CARDINAL']]"
PPHM  Going down to 0.69 ouch...,"[['PPHM  Going', 'ORG'], ['0.69', 'CARDINAL']]"
"GPN indeed has broken out of 9 mo base with min next upside target of 6.12/16 if hurdled and sustained, 6.50/55 with 7.50 med term outlier","[['GPN', 'PERSON'], ['9', 'CARDINAL'], ['6.12/16', 'CARDINAL'], ['6.50/55', 'CARDINAL'], ['7.50', 'CARDINAL']]"
BAC Sell-Off of the day begin !,[]
2013 ooks Bright for .S. New Vehicle Sales - Blog Posts by Tom ibby | . . Polk F GM TM HMC,"[['2013', 'DATE'], ['.S.', 'GPE'], ['New Vehicle Sales - Blog Posts', 'ORG'], ['Tom ibby', 'PERSON'], ['Polk F GM TM HMC', 'PERSON']]"
"user I agree it's accumulation, but on SHOT term I'm bearish and on long term I'm bullish on BAC",[]
GEVO still holding for breakout !!,"[['GEVO', 'ORG']]"
SPW covered 12.12 not trusting it for a swing.  will watch for another short tomorrow,"[['SPW', 'ORG'], ['12.12', 'CARDINAL'], ['tomorrow', 'DATE']]"
agree user: hedge funds sold AAP in Q4. We'll see if it was a smart move or they dumped the stock in a panic. I say the latter,"[['AAP', 'ORG']]"
PPHM 3 million shares stuck in a squeeze. Disinfo agents already appearing! user  ,"[['PPHM 3 million', 'ORG']]"
VHC looks ready to go...really tight range last few days  ,"[['VHC', 'ORG'], ['last few days', 'DATE']]"
WOW! WFM. Bearish past 86.72,"[['WOW', 'ORG'], ['WFM', 'ORG'], ['86.72', 'CARDINAL']]"
TSA this is why electic cars will go mainstream soon  ,"[['TSA', 'ORG']]"
NVDA rebounded strongly today on pretty heavy volume and might be on the way up again.  ,"[['NVDA', 'ORG'], ['today', 'DATE']]"
GEVO The volume is still large so it could potentially break out again at any moment.  ,[]
user check out CNN reporters finishing up successful TSA drive from DC to Boston.  Prob have cameras in car  ,"[['CNN', 'ORG'], ['TSA', 'ORG'], ['DC', 'GPE'], ['Boston', 'GPE']]"
Selling ICE Short check out my video analysis  ,[]
"WT Bullish signal (initial confirmation) pushing above the 200 day average, for the 1st time since July of 2011.  ","[['200 day', 'DATE'], ['1st', 'ORDINAL'], ['July of 2011', 'DATE']]"
"ES,TF,YM,SPY,IWM,DIA, Hurricane FAGS are P!   Another warning lite...  ","[['ES', 'ORG'], ['TF', 'ORG'], ['YM', 'ORG'], ['IWM', 'ORG'], ['DIA', 'ORG'], ['Hurricane FAGS', 'ORG']]"
Told you on SPW  I still target 16 and higher  ,"[['SPW', 'ORG'], ['16', 'CARDINAL']]"
ADS breakout   ,[]
HNZ Another American Institution sold to foreign interests as SA is gutted. Buffett has 0 management power over 3G.  ,"[['Another American Institution', 'ORG'], ['SA', 'ORG'], ['Buffett', 'PERSON'], ['0', 'CARDINAL'], ['3G.', 'CARDINAL']]"
GD SV NEM ABX AY - The Price of Gold plunges to six-month low    ,"[['six-month', 'DATE']]"
COMPQ SPX IND AIG KFT AEP  Futures traded in red with an eye on the G-20   ,"[['COMPQ SPX IND AIG', 'ORG'], ['AEP  Futures', 'ORG'], ['G-20', 'GPE']]"
"T user DDD & SSYS working on left side of new bases. Wait patiently for them to form & better price action, as entry is everything.","[['DDD & SSYS', 'ORG']]"
Hot Stock today - QIK OPXA MAKO DAA,"[['OPXA MAKO DAA', 'ORG']]"
Market Wrap Video + Additions to Watch ist  including: AEG CAM DMND DC FT SFY ZOT,"[['AEG', 'ORG']]"
GD SV NEM ABX AY P DZZ - The Price of Gold plunges to six-month low  ,"[['six-month', 'DATE']]"
PreMarket Most Advanced: QIK GTAT IEP MEKO WTSA QGEN TIBX ATM ZNGA JB,"[['MEKO WTSA', 'PERSON'], ['TIBX', 'NORP']]"
today could be the beginning for a MSFT run! (no pos),"[['today', 'DATE']]"
going to full position in M,[]
M currently above resistance this morning  ,"[['this morning', 'TIME']]"
"54 Short Ideas to prepare for the next correction,  BID SV GD FXE PB WTW FCX CF MNST Starting to tighten.","[['54', 'CARDINAL'], ['BID', 'ORG'], ['FCX CF', 'PRODUCT']]"
GEVO Good breakout on high volume.  Possibly a nice long trade for a 30-40 cents profit,"[['30-40 cents', 'MONEY']]"
SWY - added to long,"[['SWY', 'ORG']]"
anad long 2.61 flag breakout.  ,"[['anad long 2.61', 'ORG']]"
user: NTI buying 8.80 -8.83 - BYING MOE 8.87 -8.90 - magic 9 test,"[['NTI', 'ORG'], ['8.80', 'CARDINAL'], ['8.87', 'CARDINAL'], ['9', 'CARDINAL']]"
ATVI short with a tight stop.,[]
SHW keep eye on this one - poised to breakout to new highs  ,"[['SHW', 'ORG'], ['one', 'CARDINAL']]"
PCYC strong winning trade since Wednesday up 10+ since (holding)  ,"[['Wednesday', 'DATE'], ['10', 'CARDINAL']]"
Equities esearch Morning post at my home page SSYS DDD,"[['esearch Morning', 'PERSON'], ['SSYS', 'ORG'], ['DDD', 'PRODUCT']]"
SHD - Coiling snake,"[['SHD - Coiling', 'PRODUCT']]"
user I was early...but right on! thanks for lookin out ! ssys,"[['ssys', 'ORG']]"
user I want to frame this post u sent me....you may have been only one to read it lol ssys,"[['only one', 'CARDINAL'], ['ssys', 'ORG']]"
TIP - p fill the gap,[]
"EXAS nice pattern, maybe trying to break out of this handle or wedge   ","[['EXAS', 'ORG']]"
GOOG stopped out of half --,"[['GOOG', 'ORG'], ['half', 'CARDINAL']]"
FS alert update: I suggest selling at least half again booking profits over 36% thanks again FS,"[['FS', 'ORG'], ['at least half', 'CARDINAL'], ['over 36%', 'PERCENT'], ['FS', 'ORG']]"
DDD - Breaks 50 day.... Stops at 50,"[['DDD - Breaks', 'ORG'], ['50 day', 'DATE'], ['50', 'CARDINAL']]"
SSYS - 65 or 60... pick your winner...,"[['SSYS', 'ORG'], ['65', 'CARDINAL'], ['60', 'CARDINAL']]"
It really wants it. user: ZGNX...C'MON 1.60 + PINT  ,"[['1.60', 'CARDINAL'], ['PINT', 'ORG']]"
BAC 11.95 could be the pin today !,"[['11.95', 'CARDINAL'], ['today', 'DATE']]"
ZNGA 3.22 better be holding!!!,"[['ZNGA', 'PERSON']]"
user: Why is BAC falling? Montlu OPEX and Pullback of OVerall Market,"[['Montlu OPEX', 'PERSON'], ['Pullback', 'ORG'], ['OVerall Market', 'ORG']]"
"IPHI ....that would be called a spike, lol, in at .49","[['IPHI', 'ORG']]"
N found buyers near its rising 50dma and it is looking to resume its uptrend  ,"[['50dma', 'ORG']]"
I was out today so missed it but CAY from watch list did well on vol of 197% of ave full day   ,"[['today', 'DATE'], ['197%', 'PERCENT']]"
GME big volume coming in,"[['GME', 'ORG']]"
FT another watch list added yesterday that triggered today has volume of 55% of full day average   ,"[['yesterday', 'DATE'], ['today', 'DATE'], ['55%', 'PERCENT'], ['full day', 'DATE']]"
QCO made like 3 points scalping this today!!!!!!!!!!!!!!!,"[['QCO', 'ORG'], ['3', 'CARDINAL'], ['today', 'DATE']]"
user: BAC accidentally bought the dip ->Now Close r Eyes Till end of March ;-) Or buy more on EOD Should Close 11.95 12.00 Opex,"[['March', 'DATE'], ['EOD', 'ORG'], ['Opex', 'GPE']]"
Nice share.... user: AMZN intraday short explaination.  ,"[['AMZN', 'ORG']]"
SWY pretty lame selling SWY because WMT sold horse meat in Europe. TH SPY,"[['SWY', 'ORG'], ['SWY', 'ORG'], ['WMT', 'ORG'], ['Europe', 'LOC']]"
SBX breaking down from ascending channel. 54.57 gap close  ,"[['54.57', 'CARDINAL']]"
QCO Questcor ises On nusually High Volume (QCO),"[['QCO Questcor', 'ORG'], ['QCO', 'ORG']]"
AAP note +4 on 30 min opening range this morning short. Still moving lower.   ,"[['AAP', 'ORG'], ['30 min', 'TIME'], ['this morning', 'TIME']]"
SBX gap close...that was fast,[]
"WMT Wal-Mart on report of slow February sales: Often see internal communications that are not entirely accurate. -2,8 %at this time.","[['WMT Wal-Mart', 'ORG'], ['February', 'DATE']]"
DIS staying pretty strong on the board through that market dump,"[['DIS', 'ORG']]"
APO good volume bounce; entry 22.19 stop 20.50  ,"[['22.19', 'CARDINAL'], ['20.50', 'CARDINAL']]"
DV Pulling back to breakout point. Needs to hold the 2 area. Strong Bullish trend still intact.  ,"[['2', 'CARDINAL']]"
What??? No! How is this possible? ;) user: Payroll taxes eating WMT lunch.,"[['WMT', 'ORG']]"
I have a feeling the last 10 minutes of today's close are going to be interesting for NX.,"[['the last 10 minutes of today', 'TIME'], ['NX', 'ORG']]"
VXY Short again - GS just downgraded volatility into June,"[['VXY', 'ORG'], ['June', 'DATE']]"
HF - looks like icahn will be losing 100 times of his schmuck insurance that he waged war with ackman or his total NFX profit so far,"[['100', 'CARDINAL'], ['ackman', 'PERSON'], ['NFX', 'ORG']]"
Canadian MTY.CA much better choice than CMG #valueinvesting,"[['Canadian', 'NORP']]"
"WMT Scared over an e-mail? Ha, in on this for the bounce back.","[['WMT', 'ORG']]"
"ed Daily Triangle on SONC,.....Open ong at 10.99","[['Daily Triangle', 'ORG'], ['SONC,.....', 'DATE'], ['10.99', 'CARDINAL']]"
CF  #cliff the Head & Shoulder still thinks it's right!  ,"[['CF  #cliff', 'ORG']]"
QCO  5 Stocks ising on nusual Volume,"[['QCO', 'ORG'], ['5', 'CARDINAL'], ['nusual', 'ORG']]"
SGY broke down its 50EMA & trendline support on increased volume and selling pressure.  ,"[['SGY', 'ORG'], ['50EMA &', 'ORG']]"
"DDD - still an 11% gain for year but shedding profits, look for a base to build (could be months)  ","[['DDD', 'ORG'], ['11%', 'PERCENT'], ['year', 'DATE'], ['months', 'DATE']]"
MITK - been waiting for pullback since 4.00 not happening now looks to go thru 5.00 great company,"[['4.00', 'CARDINAL'], ['5.00', 'CARDINAL']]"
MITK perfect example of cup and handle breakout from 4 to 5 - EVC has this pattern now,"[['4', 'CARDINAL'], ['5 - EVC', 'TIME']]"
"CWST long 4.67, Ascending triangle, 4.65 touched several times,4.66 high. 200SMA 4.80'sh - magnet  ","[['4.67', 'CARDINAL'], ['4.65', 'CARDINAL'], [""200SMA 4.80'sh"", 'CARDINAL']]"
"BIOF looking very strong, I would like to see a pullback to re-enter.  ","[['BIOF', 'ORG']]"
"ZOOM long .76, looking for continuation/momo  ",[]
BCD price is holding above recent breakout area. Technicals look good.  ,"[['BCD', 'ORG']]"
Keep an eye on this bull flag on VZ Over 45 would be buy trigger.   ,"[['VZ Over 45', 'PRODUCT']]"
Google will open its own stores by the end of 2013 GOOG #bull,"[['Google', 'ORG'], ['the end of', 'DATE'], ['2013', 'DATE']]"
ltra ever dry will boost TEK in the next few months....,"[['ltra', 'ORG'], ['TEK', 'ORG'], ['the next few months', 'DATE']]"
DVAX buzz around this stock now - will be in play Tuesday with news limited downside big upside,"[['DVAX', 'PERSON'], ['Tuesday', 'DATE']]"
AAP - Series of lower highs. ooks like it wants to retest the recent lows.   ,"[['ooks', 'PERSON']]"
EA if price doesn't hold above 9SMA then 16.71 is the next support.   ,"[['EA', 'ORG'], ['9SMA', 'ORG'], ['16.71', 'CARDINAL']]"
FFIV - Worked off overbought levels quickly after testing the top side of this long term base.  Gap fill at 99.05. Ascending triangle.,"[['FFIV', 'ORG'], ['Gap', 'ORG'], ['99.05', 'CARDINAL']]"
V - Tested the 50ema & working out of this bull flag. Expecting a test of recent highs.   ,"[['the 50ema &', 'ORG']]"
PIP breakout at 1.48 and then again at 1.70   ,"[['1.48', 'CARDINAL'], ['1.70', 'CARDINAL']]"
"SANW read thru eps and cc. Nothing fancy, just steady execution of a plan. The best is yet to come. Some patience required","[['SANW', 'ORG'], ['thru eps', 'ORG']]"
SANW to get a management team like this for such a small operation is unusual. Grewal is building a monster in a smart manner.,"[['SANW', 'ORG'], ['Grewal', 'PERSON']]"
SANW btw I am not a buyer here. I already own a lot. I will add on pullback. I think there is a point in the future where this rockets,"[['SANW', 'ORG']]"
"MTG Major resistance at 2.80 which is Fib level and 20 day MA. if you are long, good luck.  ","[['MTG', 'ORG'], ['2.80', 'CARDINAL'], ['Fib', 'FAC'], ['20 day', 'DATE']]"
DVAX tempted to increase position on Tue,"[['DVAX', 'PERSON']]"
"Shorts Tues, most I stalk have 1 - 4 days inside base or bounce after red kicker ACCO BT DMD EY GMX GO HAO NPSP OEH OZM TEO","[['Shorts Tues', 'PERSON'], ['1 - 4 days', 'DATE'], ['HAO', 'ORG'], ['OZM', 'ORG']]"
EBAY Nice consolidation since break out after earnings. Waiting for break out above 57.27..   ,"[['EBAY Nice', 'ORG'], ['57.27', 'CARDINAL']]"
HPQ NVDA QCOM umored HP tablet could use Tegra 4 chip and Android as its OS  ,"[['HPQ', 'ORG'], ['QCOM umored HP', 'PRODUCT'], ['Tegra', 'ORG'], ['4', 'PRODUCT'], ['Android', 'GPE']]"
SWY :  bought long-term calls.,"[['SWY', 'ORG']]"
"AAP broke 10 & 20 day MA's on Friday,acts dreky, support levels seem to be in 10 chunks to 430   ","[['AAP', 'ORG'], ['10', 'CARDINAL'], ['20 day', 'DATE'], ['Friday', 'DATE'], ['10', 'CARDINAL'], ['430', 'CARDINAL']]"
CJES C&J Energy: ook For The pward Trend to continue  ,"[['CJES C&J Energy', 'PERSON']]"
SPW Interesting analysis and speculation of share price.  ,"[['SPW', 'ORG']]"
"SSYS short/medium term trend is down. Next major support is at 64.72, its 200-day EMA.  ","[['SSYS', 'ORG'], ['64.72', 'CARDINAL'], ['200-day', 'DATE'], ['EMA', 'ORG']]"
NKD target 150 - 12 points to be made on downside start short scaling here,"[['NKD', 'ORG'], ['150', 'CARDINAL']]"
PETM - ooks weak. Next support level is 63.40ish.   ,"[['63.40ish', 'DATE']]"
I don't like the technicals on OMX but the fundamentals look like they could turn around with a few good quarters.,"[['OMX', 'ORG'], ['a few good quarters', 'DATE']]"
"NX setting up beautifully, and much is still short  ","[['NX', 'CARDINAL']]"
"user arge % owners on Morningstar rival 1990's mania...CSCO, AO, etc. AAP range bound as funds diversify away w/o growth. JMHO","[['Morningstar', 'ORG'], ['1990', 'DATE'], ['CSCO', 'ORG'], ['AO', 'ORG']]"
