Text,Target,Predicted
SSYS exuberance is a stock generating 2million in operational cash flow for 9mos trading at 3.4 billion. or u could say a top,1,1
AIG  Going up in the premarket so somebody knows something I don't know.,0,0
TWI like this long 24% short...  ,0,0
AAP I imagine the bears jumping up and down on that 433.. got it down 0.25 in 30 minutes,0,1
"BA  Now it will come back to haunt them for years, as they say,  you eap what you Sow ",1,0
looks like target is 44.07 HS,1,0
AMZN nibbled a few short   ,1,1
Time for a contraction in AAP.down to test 500 this week by Weds.long Jan11th 510/500 put spread  ,1,0
user: user AAP  GOOG Glass is not a rumor.Gglass is a s/phone/glasses *perv alert* & women hate  ,0,0
"user HPQ that double top will be taken out by the close, watch and learn!",0,0
YM fails to break above. Downtrend continuous.,1,0
"NX setting up beautifully, and much is still short  ",0,1
"user Sorry but only innovative thing AAP has done over last 2yrs is change size, shape, memory size, crappy map, & snippy siri.",1,1
OI  Over 21.37  ,0,0
"user I lost 15% of my holdings when it first opened, but have recouped it all through AAP and now FB. Buying more of both",0,0
OXGN this stock has majort support at 4.00 range and should rebound hard back to 4.30+,0,0
"PCN mini bear flag intraday, staying with the short as long as it stays under 718",1,1
Debt could hobble the post-coronavirus recovery. â€œPriority number one is going to be to pay down debt. We are not eâ€¦ https://t.co/PutguQqbk8,1,1
"SAT like it over 2.75, needs vol",0,0
AAP kumo - :)~ earjet no kumo twist  ,1,0
A typical set up - Over 26.11  ,0,0
"nice base building here 1.50 -1.54 on CTIC should test hod's in the afternoon, setting up nicely for follow thru tomorrow. #tradeoftheweek",0,0
bought some C today.,0,0
AAP most likely has a nice batch of new products to hatch  ,0,0
still looking for nflx to drop back below 183.,1,1
DDD should test 30 again.. weak price action!,1,1
Nice cup with handle breakout on MCA,0,0
Too early to short into this move. Stock Market needs a few days to settle down. #Patience  COH BWD DT AAP PAY,1,1
"user I'm an analyst, after/while I analyze zagg, I know for a fact it is a dog with fleas. I know much more than you, trust me.",1,0
ANAD above fib level.,0,0
"STXS target is 2.38, that sucker will give almost everything back.",1,1
JVA 7.25 TZOO 21.50 IDCC 43.35 CF 37 BT 25 looking good here,0,1
AMZN how low will it go?,1,1
BAC New OD !,1,1
INVN CEE - started it's red bar down shorting more and CEE hasnt made it move yet - patience,1,1
user: AAP Apple will call the bottom with a big buy followed by announcements. you are pretending there are adults in charge  AAP,0,0
"Overheard: Disasters come and go. Human nature, unfortunately, stays the same. https://t.co/8gLiFoVa48",1,0
A public-health disaster of this magnitude always has more than one cause https://t.co/gU2nyqb4uC,1,1
CEE hit fib level 51.80.,1,1
PETM - ooks weak. Next support level is 63.40ish.   ,1,1
AN breakout.,0,0
expect NFX to trade higher on Dish founders positive comments about NFX.  Basically calls them game changer.  ,0,0
"I was big fan of AMZN but daily and weekly very heavy now, take your gains,selling calls wont be ok  ",1,1
tol finding support at top of the cloud   ,0,0
AAP 458 PM good start for the bear :),1,0
"Coronavirus Crisis: Global Stocks Crumble As More Countries Shut For Business
https://t.co/4sRc5bT90i",1,1
"I was big fan of AMZN but daily and weekly very heavy now, take your gains,selling calls wont be ok  ",1,1
"WAG should be a good stock winner, because it is turning into a horrible company for its employees!",1,1
if AAP were as dead as some predict I would hope that the premium on puts/calls would be lower,0,1
".user check out AAP monthly, you would have caught the trade of a lifetime. 130 to 600+ via common stock. Currently a SE.",1,0
"GOOG  The leaders move first and then the index follow, and not the other way around...",1,1
user: Fund mgrs are the sellers right now. Have to clear AAP. In downtrend early seller gets  worm. ~should have started in OCT!,0,0
"Speaking of vehicles, this going on my bucket list DE HOG #Harley #Deere #love their new venture!  ",0,0
OVTI down 8% in AH,1,1
AAP What the analysts are saying:  ,0,0
"user we should see again 1.35, and after that my exit 1.43 CSN",0,0
CPW is flirting with new 10yr highs in pre-market,0,0
Soon GPN will need to start offering Groupons for their stock.,1,0
"AAP, More like crapple as one student said today. Bearish with a move lower tomorrow. It's failing exactly where I thought it would.",1,1
eaders acting well. V new highs.  continues highers despite the market.,0,0
DVN Breaking out from this saucer base. like toward 58  ,0,0
"Rs 1.7 Lakh-Crore Package For Migrant Workers, Poor: Finance Minister Nirmala Sitharaman
https://t.co/uCczEZKYI7",1,0
"Airline Revenues To Plunge 55% In 2020 On Coronavirus: Industry Body IATA
https://t.co/CNzXsVOelC",1,1
"CMG While traveling through Kalamazoo, MI on Friday at 6:00, the place was empty. This is the growth hopes for the company. eshorted  325",1,1
"A GOOD TIME TO STEP BACK AND CONSIDE THE BIG PICTE, ES,YM,TF,SPY,S,C,EC,JY, ",1,1
AAP going to 399,1,0
CM holding up well   ,0,0
"RT @akaneotani: Something that seems unbelievable: despite another record jump in jobless claims, the U.S. stock market is on course for itâ€¦",1,1
"user: AAP Broke 435 and held above 437 which should lead higher  Since the slide began, the high days have been Tue, lows Fri",0,0
THD finally,0,0
XCO  6.50 Wilbur oss has a stake in NG GA GAZ has done well taking 1/2 or All Maybe resistance 4 possible swing trade DGAZ BIOF,0,0
NFX murdering shorts. Wow.,0,0
"Enough Stock Of Petrol, Diesel, LPG Available To Last Lockdown, Says Indian Oil
https://t.co/JnKrw5vY4Q",0,1
DGI toppy   ,1,0
"Gap-Down Opening Likely For Sensex, Nifty Amid Coronavirus Crisis
https://t.co/AiFWj2Q5q0",1,1
HFC - 2 day performance +3.7%. Short-term traders looking to lock in some quick gains. A breakout from here would still be buyable.,0,0
GOOG Slipping!,1,1
COVEED FDX  96.50 from 96.85.,1,1
OC  more weakness here and it might hit a dime under 34.,1,1
DNKN slightly above resistance  ,0,0
"Sensex Jumps Over 1,150 Points, Nifty Touches 9,000 Ahead Of RBI Announcement
https://t.co/geY0uaRcKo",0,0
"RT @jonsindreu: Now is not the time for ""coronabonds:"" The ECB gives crisis-struck Southern Europe all the flexibility it needs to fight Coâ€¦",1,0
CBK looking for the breakout; entry 6.51 stop 6.19  ,0,0
user 3DTradingtrader if go over 6.60 I will sell more DEPO,1,1
"Most new bond sales are still coming from well-established companies with higher credit ratings, reflecting a conseâ€¦ https://t.co/TXM1QAgeHD",0,0
TES moving stop up again and protecting profits on big gains  ,0,0
Out 10% 435 user: I have no idea whats going on so I'm taking profits in the shares I added today... Out another 10% 433.50 AAP,0,0
AAP Did we just break a downtrend? Yes. Did we hold it into close? Yes. Did we bypass the monthly op ex pin? Yes. Are headed higher? Yes.,0,0
YHOO setting up for it's new 2013 range 22- 30 - move starts this week,0,0
"user won gold in our 2011 stock contest w V,  won silver in 2012 w TKC. Will his DDAIF call win in 2013?  ",0,1
AAP range is 500 to 350 - can go towards to lower end,1,1
Back in BAC ong ! :),0,0
Absolutely Delicious CPB #Campbell's Soup SPX SPY #Fortune 500  ,0,0
"EN Take your profits and run. Nice run up,but it's over. Wal-mart sales down so who's got money for a new house. SE",1,1
AF short (AP 52.50 puts) working on the highs this AM :) Stochastic crossover  ,1,0
Mainland Chinese investors have been buying Hong Kong-listed technology and bank stocks. The latter bet looks hardeâ€¦ https://t.co/Wo6JblQNvH,1,0
well no complaints at this point regarding the 185.72 bid in NFX :),0,0
OMEX - was on TV tonight show called Silver ush - huge potential check this out -  ,0,0
"FPIs Pull Out Record Rs 1.1 Lakh Crore In March Amidst Covid-19 Mayhem
https://t.co/d10LRVDU6R",1,1
AAP - there is no heavy volume to take this higher. Most likely it will continue to break support  ,1,1
Short YHOO,1,1
The Fedâ€™s new programs to support the economy through the coronavirus crisis illustrate the sweeping influence theâ€¦ https://t.co/z0KHVlteeE,0,0
NFG breaking out right here. ong,0,0
"Shares in big oil companies climb as President Trump says the Russia-Saudi price dispute could soon be resolved, anâ€¦ https://t.co/AAg81QqaU7",0,1
JCOM - new all-time highs after consolidating its earnings gap for a month or so  ,0,0
Back to a full size position in ZNGA here,0,1
ODP and OMX two failing companies joining to fail as ONE!,1,1
ANAC come on up to me so I can short you more,1,1
"Heard on the Street: Luxury, liquor and sunglasses brands in airports will suffer from falling traveler numbers https://t.co/bW38B0LTjZ",1,0
"OPEC, Russia Approve Record Oil Supply Cut Amid Coronavirus Pandemic
https://t.co/3NEkw9qGfB",1,1
"CEN chomping at the bit here to clear 84 at the 78.6% retrace, earnings next Tuesday 2/5  ",0,1
AF 30 min second shot at the 100MA - 20/50 crossing   ,1,1
emember when Microsoft was one of the world's most valuable companies and the Gov't conspired to take them down? Apple knows now too. AAP,1,1
APP on a tear. Great short-squeeze play.,0,0
"France, Belgium, Greece, Austria and Spain are among countries whose regulators have barred bets on stocks slidingâ€¦ https://t.co/POWpZjLAaN",1,0
VSN looking pretty,0,0
"DPZ nice intraday upward reversal adding to the bull flag, keep on watch for move over 46  ",0,0
BBG Short 14.86 or wait for 14.79 break 02/04 low  ,1,1
"Sensex ends 581 points lower, Nifty gives up 8,300 as markets extend losses to fourth day amid coronavirus scare… https://t.co/jlk5zc8pLS",1,1
SKX Over 22.50 - about   ,0,0
"Watch AMTd, once it crosses under 20.50, it will be a home wrecker.",1,1
"Google Closes The Book On eader, Announces July 1 Sunset  GOOG Personally quite disappointed to see this service go!",1,0
"#Gold prices slip below Rs 46,000 as #investors book profits amid #coronavirus-led #recession fears https://t.co/fSylAJrUqv",1,1
"ed Daily Triangle on HEO,.....pdating  ",0,0
AMZN- Bearish set up ahead of earnings. TCT members I will be writing a note this evening re: trade  ,1,1
Heard on the Street: Johnson &amp; Johnson announced a dividend increase Tuesdayâ€”a bold statement in this economic enviâ€¦ https://t.co/x29S85yW4l,0,0
WEN need to take out 5.60 for next leg up. ADX MACD +VE  ,0,0
user: AAP No matter what stock does tomorrow I'm not selling Tie a knot and hang in there!,0,1
INFN taking some off here,0,0
user StockTiger Currently long HA  ,0,0
"Rupee Edges Lower To 76.43 Against Dollar Amid Coronavirus Crisis
https://t.co/7UCEt57hpb",1,1
"Eyeing ADBE as a possible short set-up, would like to see a little more downside volume first.",1,0
"Sensex, Nifty Crash 15% In Three Trading Sessions On Coronavirus Fears
https://t.co/fp3yTuvQF6",1,1
user  AAP will make computers in S. The 1st line of tablets will be called the Pinto: They explodes if swiped from behind!,1,0
VMW short 97.01,1,1
Can someone wake me when NKE gets to 65?  Thanks.,0,1
"As Coronavirus Derails Business, Banks Seek More Time For Bad Loan Classification
https://t.co/UwwupXgNyx",1,1
JCP in annual report says fixing performance could take longer than initially expected & any strategy could be expensive - Cuts 43K jobs,1,1
Would be healthy and desirable for  to eventually put in a little handle/shakeout before climb over present 58.90 pivot STDY,0,0
"Coronavirus Impact: Hoteliers Stare At Worst Phase Since 2008 Financial Crisis
https://t.co/Gr1qM9k4Rp",1,1
Further proof BBY is trying to tank it on purpose to go private on the cheap: The great gift card giveaway 2013.  ,1,0
OWE STOP IN APO to 18.45.,1,1
user: Suddenly everybody is bullish on AAP. You should hear people on AAP yesterday last 6 months!,0,0
ooks like the intermediate bullish trend has been broken in SNTA - been safe money for months now   ,1,1
Canadian MTY.CA much better choice than CMG #valueinvesting,0,0
PGNX  Over 3.04  ,0,0
"With Saudi Arabia preparing to flood oil markets, countries including Iraq and Venezuela are cutting spending evenâ€¦ https://t.co/ssMonuktKI",1,1
"Crude Oil Price Jump By $1 A Barrel Amid Volatility
https://t.co/V3wZIlLidr",0,0
GS whoop that was it the 38.25 fib line.,1,1
aise BVSN to b/e  11.17.,0,0
"Airline Industry Crisis Deepens As Coronavirus Pain Spreads
https://t.co/KoSTQD85pH",1,1
"Sensex opens 284 points lower, Nifty starts day near 8,850 as coronavirus fears linger in global markets #Sensex #Nifty #MarketUpdates",1,1
"AAP 20 million Shares, NICE!!!",0,1
XCO ~310k purchase just moments ago,0,0
AAP DownTrend if After Market = Bullish Sentiment For Tomorrow !,1,1
Man I didnt know about Skippy when I made this...would have thrown in a jar H #Hormel  ,0,0
BAC what happens next?  ,1,0
"user: user: AAP worried about Apple's breakout volume?it's average, should we be worried? Skynet reaching for the pin 359",0,1
"MAKo under 13, could sell fast and maybe hold 12.54 fib level.",1,1
Investors are anticipating new-home construction data and a Fed survey on manufacturing conditions https://t.co/KeFDcsHLTG,0,0
esrx gap fill idea.. 56 looks big  ,0,0
EXC seems that the road to the South is clear... More picks at   ,1,1
"SAVE flying high the last few weeks, time for lower altitudes More picks at   ",1,1
OC coming to 29.50 or wishful thinking?? 0.8% Div - Buys Tekelec - 3rd major buy this yr  ,1,0
IMN good earnings and 23% short.  looking for a move up here.,0,0
"user: Fascinating email chain between user and Einhorn debating the merits of AAP preferreds,  ",0,0
AAP Hmmm ower on Volume.... Will see...,1,1
Yesterday's earnings from CNK suggest a 25 handle before 30  ,1,1
user Time and time again revenues slow down for hot stocks like lulu and they bend over to hide the real cause.,1,0
Picked up SPY 151 puts  .25 each. Following the ESD and GS as tells here.,1,1
CEE that was short at 43.83 target 43 lower,1,1
AAP > the 497 area will likely fail.,1,1
"US Jobless Claims Top 6 Million For Second Straight Week Amid Coronavirus
https://t.co/ezbj324eet",1,0
"Disney cancels The Clone Wars, plans tv shows of its own exploring Star Wars characters and storylines DIS TWX  ",0,0
BAC Out of my short for  Should go around 12.00 to consolidate.,1,1
"Rupee Edges Higher To 76.11 Against Dollar
https://t.co/qGDKsdasQq",1,1
Heard on the Street: Consumers are craving some delivery options more than others amid the pandemic. https://t.co/7ysA9tMcq0,1,0
