Text,Target,Predicted,Parsed
CW Clearwire Corp arge trades in puts show bearish interest despite DISH bid  ,-1,-1,"[('CW Clearwire Corp', 'ORG')]"
DKS round 2 tomorrow imo.,-1,-1,"[('DKS', 'ORG'), ('2 tomorrow', 'TIME')]"
AAP wouldn't be surprised to see retest of 435 level as new resistance sometimes this week   ,-1,-1,"[('AAP', 'ORG'), ('435', 'CARDINAL'), ('this week', 'DATE')]"
"AAP From earlier,  Stay away from failed patterns",-1,-1,"[('AAP', 'ORG')]"
"Banks Shelve Fundraising As Coronavirus Derails Markets: Report
https://t.co/xZdFkil2D2",-1,-1,
AAP Dow Theory = Volume must confirmed the trend (When the volume doesn't support the trend)  ,-1,-1,[]
BAC accumulated more May 12 calls today.  ooking for a move to the upside leading into Thursday.,1,1,"[('BAC', 'ORG'), ('May 12', 'DATE'), ('today', 'DATE'), ('Thursday', 'DATE')]"
"user: AAP there are still better plays. lots of Vapour-ware out there.. AMZN, BBY, NFX, one small wind.. and they are gone!",1,1,"[('AAP', 'ORG'), ('AMZN', 'ORG'), ('BBY', 'ORG'), ('NFX', 'ORG'), ('one', 'CARDINAL')]"
"Sensex opens 1,000 points lower at 33,103, Nifty at 9,588 as coronavirus batters global markets #Sensex #Nifty #MarketUpdates",-1,-1,
"CSN,....sell short at 9.38 scaling",-1,-1,"[('CSN,', 'ORG'), ('9.38', 'CARDINAL')]"
"Nice deals of the day CHY 4.5 mil shares secondary priced O/N 25 now at HOD 27.19, MCP trainwreck also priced 37.5 mil shares 6 now 7.34",1,1,"[('CHY 4.5 mil', 'ORG'), ('HOD 27.19', 'ORG'), ('MCP', 'ORG'), ('37.5 mil', 'MONEY'), ('6', 'CARDINAL'), ('7.34', 'CARDINAL')]"
HMA unusual option activity. Trader buys 11k of the Jan 9 Put. Short term bear play,-1,-1,"[('11k', 'CARDINAL'), ('the Jan 9 Put', 'DATE')]"
ESPN 30 and 30 is magical.  Serious family entertainment.  The future of content and TV and web is so bright mixed well DIS,1,1,"[('ESPN', 'ORG'), ('30', 'CARDINAL'), ('DIS', 'ORG')]"
"Recovery Will Take A Long Time, Say Analysts After Markets Suffer 12% Weekly Loss
https://t.co/kdqXjzBEIc",-1,-1,"[('12%', 'PERCENT')]"
What is JCP real estate worth if no-one is buying big box space in today's market?,-1,1,"[('JCP', 'ORG'), ('today', 'DATE')]"
MS from watch list at the line with volume of 4% ave full day   ,1,1,"[('4%', 'PERCENT'), ('full day', 'DATE')]"
"Squeeze squeeze slow grind higher continuing SPY 147.45 ES_F 1471 , WFC better deliver the goods tomorrow...",1,1,"[('WFC', 'PRODUCT'), ('tomorrow', 'DATE')]"
"RT @margotpatrick: It's a no to Coronabonds, says @jonsindreu - Proponents of coronabonds risk repeating the eurozoneâ€™s original sin: finanâ€¦",-1,-1,"[('RT @margotpatrick', 'PERSON'), ('Coronabonds', 'ORG'), ('@jonsindreu', 'PERSON'), ('eurozoneâ€™s', 'ORG')]"
"Not everyone panics in the stock market, but a professor has figured out what some do https://t.co/kKCDfT6Bko",1,1,[]
"AAP Wall St. most hated stock currently. Careful short, anything short of disaster will be viewed positively. Bit risky long. #MainEvent",1,-1,"[('MainEvent', 'PRODUCT')]"
"ed Daily Triangle on TPM,...... Open ong at 6.40  ",1,1,"[('Daily Triangle', 'ORG'), ('6.40', 'CARDINAL')]"
NTI turned away by 50ema  ,-1,1,"[('NTI', 'ORG'), ('50ema', 'CARDINAL')]"
"HWAY b/out 11.08, nice base under the spot  ",1,1,"[('11.08', 'CARDINAL')]"
user Me too but NFX has been kicking my A!,-1,-1,"[('NFX', 'ORG')]"
"RT @greg_ip: Virus-related shutdowns have reduced GDP by 29%, with 1/10th of that attributable to 3 counties: L.A., NY (Manhattan) and Cookâ€¦",-1,-1,"[('RT @greg_ip', 'PERSON'), ('29%', 'PERCENT'), ('1/10th', 'CARDINAL'), ('3', 'CARDINAL'), ('L.A.', 'GPE'), ('NY', 'GPE'), ('Manhattan', 'GPE')]"
BID -puts were active yesterday going out to Jan  ,-1,-1,"[('BID', 'ORG'), ('yesterday', 'DATE'), ('Jan', 'DATE')]"
AAP needs to hold here 500 or could see lower prices. Earnings within couple wks  ,-1,1,"[('AAP', 'ORG'), ('500', 'CARDINAL'), ('wks', 'ORG')]"
AAP in some lotto 500 calls for next week!,1,1,"[('AAP', 'ORG'), ('some lotto 500', 'CARDINAL'), ('next week', 'DATE')]"
"RBI Sees Inflation Falling Below 4% As COVID-19 Outbreak Threatens Demand
https://t.co/UJC6biiehI",-1,-1,"[('RBI', 'PERSON'), ('Below 4%', 'PERCENT')]"
"S rare to hold something that long when 'not working', but was never invalidated either, rationale and long-term trend remained intact",1,1,[]
EV over  40.72  ,1,1,"[('EV', 'ORG'), ('40.72', 'CARDINAL')]"
BC from watch list triggered on Tuesday its move today 147% volume - above top B band - set stops   ,1,1,"[('BC', 'GPE'), ('Tuesday', 'DATE'), ('today', 'DATE'), ('147%', 'PERCENT')]"
"AAP plus another 26 billion in off-balance-sheet liabilities, mostly contractual commitments to buy parts from suppliers.",-1,1,"[('AAP', 'ORG'), ('26 billion', 'CARDINAL')]"
"NG Increasing natural gas prices not exactly great for Cheniere, even if they are just a toll gate.  owers the arbitrage potential...",-1,-1,"[('Cheniere', 'PERSON')]"
XXIA on watch list with 21% ave full day volume close to line  ,1,1,"[('XXIA', 'PERSON'), ('21%', 'PERCENT'), ('full day', 'DATE')]"
eading Stocks lagging ES_F much worse then usual for this rally. DDD SSYS SODA QIH Y PX KOS FT INVN  ,-1,-1,"[('DDD SSYS', 'ORG')]"
HSA It always comes Back.....,1,-1,"[('HSA', 'ORG')]"
hum below 72.6 was strong can get all the way back to 71 and 70.,-1,1,"[('72.6', 'CARDINAL'), ('71', 'CARDINAL'), ('70', 'DATE')]"
"Sensex Falls Over 200 Points, Nifty Slides Below 9,050 Amid Volatile Trade
https://t.co/ylhFKID7Mf",-1,-1,"[('9,050', 'CARDINAL'), ('Volatile Trade', 'ORG')]"
PK peeling some off here 4.16,1,1,"[('PK', 'ORG'), ('4.16', 'CARDINAL')]"
VXY GS just keeps buying ES_F futures contracts with #FED funny money - why fight it?,-1,-1,"[('VXY GS', 'ORG'), ('FED', 'ORG')]"
"Rs 1.7 Lakh-Crore Package For Migrant Workers, Poor: Finance Minister Nirmala Sitharaman
https://t.co/uCczEZKYI7",-1,1,"[('1.7', 'MONEY'), ('Nirmala Sitharaman', 'PERSON')]"
I think AAP is heading back down to check in on 506 support again,-1,-1,"[('AAP', 'ORG'), ('506', 'CARDINAL')]"
CST bot 51.40 I will hv to be patient IMO CST moving in right direction. Don't underestimate loss of Sat Mail too. 250mil buyback 10 p/e,1,1,"[('51.40', 'CARDINAL'), ('Sat Mail', 'ORG'), ('250mil', 'CARDINAL'), ('10', 'CARDINAL')]"
user: CEN nice orderly channel. setting up for higher prices IMO. volume confirmation of course.  ,1,1,"[('CEN', 'ORG')]"
Solar stocks are ripping. SPW up 20% and FS up 7% and Trending  ,1,1,"[('SPW', 'ORG'), ('20%', 'PERCENT'), ('FS', 'ORG'), ('7%', 'PERCENT')]"
Gap backfill in FIE?,-1,-1,"[('FIE', 'GPE')]"
JCC and VNG at 3 right in my wheel house,1,1,"[('JCC', 'EVENT'), ('VNG', 'ORG'), ('3', 'CARDINAL')]"
"RBI To Buy Government Bonds In Open Markets To Boost Liquidity
https://t.co/1Fly3Fg4D9",1,1,
"Short Ideas,  digesting recent gains. BID CF APO MCP FCX NEM INTC CS IAG AKS AAP & more.",-1,-1,"[('INTC CS IAG', 'ORG'), ('AKS AAP &', 'ORG')]"
sold a little goog ...first time in a while,1,1,"[('first', 'ORDINAL')]"
"Shorting COG against XCO SD...  COG so far above the 50dma, think it pulls back to the 50dma here, way too overextended imho",-1,-1,"[('50dma', 'PRODUCT'), ('50dma', 'PERSON')]"
SHOT AEE  33.99.,-1,-1,"[('SHOT AEE', 'ORG'), ('33.99', 'CARDINAL')]"
RBI has cut the reverse repo rate by 90 basis points to 4%,-1,-1,"[('RBI', 'ORG'), ('90', 'CARDINAL'), ('4%', 'PERCENT')]"
"Reliance Industries Surges 6%, Rebounds From Worst Fall In At Least 10 Years
https://t.co/cWKhXtJTgx",1,-1,
Cash reserve ratio lowered to 3% from 4% for all banks for a period of one year: RBI Governor Shaktikanta Das,1,1,"[('3%', 'PERCENT'), ('4%', 'PERCENT'), ('a period of one year', 'DATE'), ('RBI', 'ORG'), ('Shaktikanta Das', 'PERSON')]"
Megabanks enjoy certain advantages in this weeks markets which the oil patch definitely doesnâ€™t. https://t.co/jui3VoKr7Y,1,-1,"[('Megabanks', 'PERSON'), ('this weeks', 'DATE'), ('™t. https://t.co/jui3VoKr7Y', 'ORG')]"
AAP So Apple's true stock price is really about 430. This is the starting point for understanding the company's valuation,-1,1,"[('AAP', 'ORG'), ('Apple', 'ORG'), ('about 430', 'CARDINAL')]"
RT @joannechiuhk: Markets power ahead even as statistics showed Chinaâ€™s economy contracted 6.8% from a year earlier in the first quarter htâ€¦,1,-1,"[('™', 'ORG'), ('6.8%', 'PERCENT'), ('a year earlier', 'DATE'), ('the first quarter', 'DATE')]"
"DNKN not seeing a lot of talk about this one, but put in another nice day in this steady uptrend  ",1,-1,"[('DNKN', 'ORG'), ('another nice day', 'DATE')]"
"  SPY,IYT, FDX, PS A closer examination of transports and market best to have seen 2 prev vid  ",-1,-1,"[('IYT', 'ORG'), ('FDX', 'ORG'), ('PS A', 'ORG'), ('2', 'CARDINAL'), ('vid', 'ORG')]"
GDI breakout on huge volume ! ooks ready to test the highs.  ,1,1,"[('ooks', 'PERSON')]"
"FIO 15.35 I'm in, I'll ride this one a while, overdone IMHO",1,1,"[('FIO 15.35', 'DATE'), ('IMHO', 'ORG')]"
AAP range is 500 to 350 - can go towards to lower end,-1,-1,"[('AAP', 'ORG'), ('500', 'CARDINAL')]"
MGM up 3.06%,1,1,"[('MGM', 'ORG'), ('3.06%', 'PERCENT')]"
user: GOOG Eric Schmidt to sell roughly 42 percent of stake  ,-1,1,"[('Eric Schmidt', 'PERSON'), ('roughly 42 percent', 'PERCENT')]"
"IPHI ....that would be called a spike, lol, in at .49",1,-1,"[('IPHI', 'ORG')]"
AIG in 38.50 w Put  target around 37.90,-1,-1,"[('AIG', 'ORG'), ('38.50', 'CARDINAL'), ('around 37.90', 'CARDINAL')]"
user: Sour Apple. Einhorn not happy with AAP. This should be fun. POXY FIGHT!,1,1,"[('Einhorn', 'PERSON'), ('AAP', 'ORG')]"
user: user  'old technology' are more expensive .Market not for AAP ~THINK more nano/phone/watch dick tracy not rolex,1,1,"[('AAP', 'ORG'), ('dick tracy', 'PERSON')]"
X Did .S. Steel Just Breakout?  MT too,1,1,"[('MT', 'ORG')]"
"JCP 1x2 ratio spread goes off in May. Buying 30,000 16P for 1.57 and selling 60,000 12P for .45 against lower OI. Opening position",-1,-1,"[('JCP', 'ORG'), ('May', 'DATE'), ('30,000', 'CARDINAL'), ('1.57', 'CARDINAL'), ('60,000', 'CARDINAL')]"
user: ZNGA 3 reports that NJ has signed the Online Gaming Bill...    ,1,1,"[('NJ', 'ORG')]"
DAA on launch pad over 1.11,1,1,"[('DAA', 'ORG'), ('1.11', 'CARDINAL')]"
"Coronavirus Crisis: Global Stocks Crumble As More Countries Shut For Business
https://t.co/4sRc5bT90i",-1,-1,[]
BBG Short 14.86 or wait for 14.79 break 02/04 low  ,-1,-1,"[('BBG', 'ORG'), ('14.86', 'CARDINAL'), ('14.79', 'CARDINAL'), ('02/04', 'CARDINAL')]"
JCP Piper out with 16 target I think it's should be 6,-1,-1,"[('JCP Piper', 'ORG'), ('16', 'CARDINAL'), ('6', 'CARDINAL')]"
CM dollar roll.,-1,-1,[]
Equity Alpha: BAC brekaout over 11.90 resistance. Tgt  12.50. Best bank in 2013. user   ,1,1,"[('11.90', 'CARDINAL'), ('12.50', 'CARDINAL'), ('2013', 'DATE')]"
AFFY - volume follow thru will send this right back over 4.00 can go to 5.00 tomorrow - will catch the full run - going to be fun,1,1,"[('thru', 'ORG'), ('5.00', 'CARDINAL')]"
TA nice move since shorting at 88.60  will carry overnight.,-1,1,"[('88.60', 'CARDINAL')]"
Coronavirus has affected global financial markets: RBI Governor Shaktikanta Das on pandemic,-1,1,
yum looks good here out of cloud with stops of either 200 sma or cloud under it. target of 50 sma  ,1,1,"[('200', 'CARDINAL'), ('50', 'CARDINAL')]"
"3 stocks owned by Paul Tudor Jones I'm watching for long entries PKI, MV, MGN h/t user",1,1,"[('3', 'CARDINAL'), ('Paul Tudor Jones', 'ORG'), ('PKI', 'ORG'), ('MV', 'ORG'), ('MGN', 'ORG')]"
PPHM  Going down to 0.69 ouch...,-1,-1,"[('PPHM  Going', 'ORG'), ('0.69', 'CARDINAL')]"
"Sensex soars over 1,600 points to reclaim 34,400 mark, Nifty crosses 10,000 as markets bounce back #Sensex #Nifty #MarketUpdates",1,-1,
Over extended stock market + unexpected news from the FED minutes = Down ESD & a panicky ES_F NQ_F.,-1,-1,"[('FED', 'ORG'), ('Down ESD &', 'ORG')]"
Car insurer American Family is handing out $200 million in refunds as Americans drive less and have fewer accidentsâ€¦ https://t.co/a0X6iJ3ppS,1,1,"[('American Family', 'ORG'), ('$200 million', 'MONEY'), ('Americans', 'NORP')]"
ANY weird action... seems like it's artificially stuck at 25... ,-1,-1,"[('25', 'CARDINAL')]"
SPW ...almost time for my daily short,-1,-1,"[('SPW', 'ORG'), ('daily', 'DATE')]"
FOM Any close above 5 will favor the upside. First target would be 5.17-5.19.,1,1,"[('FOM Any', 'PERSON'), ('First', 'ORDINAL'), ('5.17', 'CARDINAL')]"
AET DVA nice job shaking off the hate and closing with bullish doji candles for the day,1,1,"[('DVA', 'ORG'), ('doji', 'FAC'), ('the day', 'DATE')]"
user: AAP How come the spy goes up daily and AAPl down //  No More Growth !!!,-1,-1,"[('daily', 'DATE')]"
Stop in NP is 139.50.,-1,-1,"[('NP', 'ORG'), ('139.50', 'CARDINAL')]"
"If you fear you might lose your job, there are some proactive steps you can take to feel more secure about your futâ€¦ https://t.co/rhRCNZ6Inh",1,1,"[('futâ€', 'ORG'), ('https://t.co/rhRCNZ6Inh', 'PERSON')]"
ENOC taking more off here,1,-1,[]
ANAD Went. slowly but went from 2.15 fib level.,1,-1,"[('ANAD Went', 'ORG'), ('2.15', 'CARDINAL')]"
AAP Apple showing stong support in this area. However 400 is next critical price.,1,-1,"[('AAP', 'ORG'), ('Apple', 'ORG'), ('400', 'CARDINAL')]"
"Sensex closes 1,203 points lower, Nifty gives up 8,300 amid coronavirus crisis; IT, financial stocks worst hit #Sensex #Nifty #MarketUpdates",-1,-1,"[('1,203', 'CARDINAL'), ('Nifty', 'ORG'), ('8,300', 'CARDINAL'), ('#Sensex #Nifty', 'MONEY'), ('MarketUpdates', 'ORG')]"
MHP MCO SPX SPY #CNBC  reports that Justice is seeking 5B+ from S&P for mortgage ratings in civil case/no criminal charges to date.,-1,-1,"[('MHP', 'ORG'), ('CNBC', 'ORG'), ('Justice', 'ORG'), ('5B+', 'CARDINAL'), ('S&P', 'ORG')]"
New Blog Post - 'What Could go WONG...And What if Apple is Still eading the Market?'  aapl spy qqq,-1,1,"[(""New Blog Post - '"", 'ORG'), ('WONG', 'ORG'), ('Apple', 'ORG')]"
dec 6 BB&T CM initiated SSYS with a buy  68. wonder if they still have it a buy up 28% in 30 days?,-1,-1,"[('dec 6', 'DATE'), ('BB&T CM', 'ORG'), ('SSYS', 'ORG'), ('68', 'CARDINAL'), ('28%', 'PERCENT'), ('30 days', 'DATE')]"
"HCA entering long, here's the daily, like the volume on that bounce from support  ",1,1,"[('HCA', 'ORG'), ('daily', 'DATE')]"
AN taking some off here,1,1,[]
"Electricity Use Falls To Lowest In Five Months Due To Lockdown
https://t.co/rKxydbrP2o",1,-1,"[('Five Months', 'DATE')]"
"RT @djtgallagher: Disney can't pack people into theme parks, cruises and movie theaters for a while. Luckily, it's stream is now a cheap opâ€¦",-1,-1,"[('RT @djtgallagher', 'ORG'), ('Disney', 'ORG')]"
"Wholesale Inflation At 2.26% In February
https://t.co/3QxHfdjA7H",1,1,
AAP over 451 could start an ankle grabbing session 0_o,1,1,"[('AAP', 'ORG'), ('451', 'CARDINAL'), ('0_o', 'CARDINAL')]"
Students and their families can request a financial-aid review if the economic fallout from the pandemic has hit thâ€¦ https://t.co/PEKzZjwQ4U,1,1,[]
CJES C&J Energy: ook For The pward Trend to continue  ,1,1,"[('CJES C&J Energy', 'PERSON')]"
BIOF wants 4.90's comin!!!,1,1,"[('BIOF', 'ORG'), ('4.90', 'CARDINAL')]"
SCHW - adding to long,1,1,[]
"CF Shifting on the 15 minute intraday, suspect to trade OWE - careful shorting lows, backs and fills. Disclosure: Short CF",-1,-1,"[('CF Shifting', 'ORG'), ('the 15 minute', 'TIME'), ('intraday', 'DATE'), ('OWE', 'ORG')]"
"Out of aapl long from 2009.  Still up 10%, but what a learning experience this stock has been.  study",-1,1,"[('2009', 'DATE'), ('10%', 'PERCENT')]"
  On Jan 24th we posted this video on aapl....no change...be careful...   ,-1,-1,"[('Jan 24th', 'DATE')]"
"Months into the coronavirus outbreak, investors are still making returns off World Bank â€œpandemic bondsâ€ and poor câ€¦ https://t.co/bYP89HWJEx",1,1,"[('Months', 'DATE'), ('World Bank', 'ORG')]"
"Fitch Sees India GDP Growth In FY21 At 2%, Slowest Since Economic Reforms
https://t.co/nH9RGCKb8s",-1,-1,"[('Fitch Sees', 'ORG'), ('India', 'GPE'), ('2%', 'PERCENT')]"
"emember how ZAGG sued a bunch of critics for eg defamation? Theyve gone further now, responses to discovery are a total joke.Short it to 0",-1,1,"[('emember', 'WORK_OF_ART'), ('ZAGG', 'ORG'), ('0', 'CARDINAL')]"
user: CS still getting squeezed lol agreed for another 2 pts,1,1,"[('2', 'CARDINAL')]"
"V beautiful uptrend since June '12. Never once broke higher high, higher low trend  ",1,1,"[(""June '12"", 'DATE')]"
Calm before the storm: the U.S. housing market was set for a strong year before the coronavirus pandemic https://t.co/2q3JRWc0dR,-1,-1,"[('U.S.', 'GPE'), ('a strong year', 'DATE')]"
user: TJX stop loss in 43.91 after beating 44.27,1,1,"[('43.91', 'CARDINAL'), ('44.27', 'CARDINAL')]"
NVDA looks super coiled and nice,1,1,"[('NVDA', 'ORG')]"
" also not very healthy, fell back below DT line after breaking it, SI weak, MACD turning down  ",-1,1,"[('DT', 'ORG'), ('SI', 'ORG')]"
AAP No kidding Terranova!,-1,1,"[('AAP', 'ORG'), ('Terranova', 'ORG')]"
The bigger picture looks even more frightening for AAP perma-bears. Check this from my friend user  ,-1,-1,"[('AAP', 'ORG')]"
"Complete operational normalcy to be restored in Yes Bank from 6 pm on Wednesday, no worries about liquidity, says P… https://t.co/2w46VnhuNj",1,1,
Hope you got short! AIG   ,-1,-1,"[('AIG', 'ORG')]"
RT @Trefor1: Renault is shutting its main China business. And it probably won't be the only struggling foreign auto maker to wave the whiteâ€¦,-1,1,"[('Renault', 'ORG'), ('China', 'GPE'), ('whiteâ€', 'ORG')]"
"Consumer Inflation Hits 4-Month Low Of 5.91% In March
https://t.co/FCtgc2ux51",-1,-1,"[('4-Month', 'DATE'), ('5.91%', 'PERCENT'), ('March', 'DATE')]"
"Green Weekly Triangle on HEK,...Sell Short at 3.96  ",-1,-1,"[('Green Weekly Triangle', 'ORG'), ('3.96', 'CARDINAL')]"
"user check my post about CSN, it is for you",-1,-1,"[('CSN', 'ORG')]"
MCP I like the company but no...,-1,-1,[]
BBY Best Buy Founder Schulze Considers Alternatives to Buyout Plan Feb 13 at 15:48 Profile hits: NONE Disclosure Short BBY,-1,-1,"[('BBY', 'ORG'), ('Feb 13', 'DATE'), ('15:48', 'CARDINAL'), ('BBY', 'ORG')]"
BODY breakout on weekly over 20 and resistance trend line h/t user  ,1,1,"[('weekly', 'DATE'), ('20', 'DATE')]"
HD breaking and holding above 70 for new all-time highs  ,1,1,"[('70', 'CARDINAL')]"
opening momentum watchlist: KEX CHTP THD DCTH ZIOP ZNGA HES VMW XONE ACAD SPT,1,1,"[('ZIOP ZNGA', 'PERSON'), ('VMW', 'ORG')]"
"MCP still mining for asteroids, short update   ",-1,-1,"[('MCP', 'ORG')]"
MCK  Over 100.05 -   ,1,1,"[('MCK', 'ORG'), ('100.05', 'CARDINAL')]"
"Sensex Falls Over 1,950 Points, Nifty Below 9,400 Amid Coronavirus Fears
https://t.co/RHwZ6W3bBX",-1,-1,
"ed Weekly Triangle on MH,...Net Profit  4,895.75 (7.22%)  ",-1,1,"[('Weekly Triangle', 'ORG'), ('MH,', 'DATE'), ('4,895.75', 'CARDINAL'), ('7.22%', 'PERCENT')]"
Cover 1/2 P here  12.62 and set last 1/2 stop to 14.,-1,-1,"[('Cover 1/2', 'PRODUCT'), ('12.62', 'CARDINAL'), ('last 1/2', 'DATE'), ('14', 'CARDINAL')]"
i dont have a tech friend in world that owns the stock ...thats why user: PCN No one Believes anymore :   ,1,1,[]
GOOG - has potential for slightest disappoint stock could gap 50 points down - did it - Q4 earnings of 10.58 per share,-1,-1,"[('50', 'CARDINAL'), ('10.58', 'CARDINAL')]"
I will short FCX under 32.83.,-1,-1,"[('FCX', 'ORG'), ('32.83', 'CARDINAL')]"
DNDN has broken through the clear 5.5 resistanc level on heavy volume & could be headed much higher  ,1,1,"[('DNDN', 'ORG'), ('5.5', 'CARDINAL')]"
